product_group,ingredient,strength,dosage,route,mdr_unit_type,weighted_average_amps,aca_ful,package_size,ndc,arated,multiplier_greater_than_175_percent_of_weighted_avg_of_amps,year,month
13,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;15MG,TABLET,ORAL,TAB,0.064374,0.118540,100.000,00093-0050-01,Yes,Y,2022,3
13,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;15MG,TABLET,ORAL,TAB,0.064374,0.118540,100.000,00406-0483-01,Yes,Y,2022,3
13,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;15MG,TABLET,ORAL,TAB,0.064374,0.118540,100.000,00603-2337-21,Yes,Y,2022,3
13,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;15MG,TABLET,ORAL,TAB,0.064374,0.118540,100.000,13107-0058-01,Yes,Y,2022,3
13,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;15MG,TABLET,ORAL,TAB,0.064374,0.118540,100.000,71930-0054-12,Yes,Y,2022,3
13,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;15MG,TABLET,ORAL,TAB,0.064374,0.118540,500.000,71930-0054-52,Yes,Y,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,100.000,00093-0150-01,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,1000.000,00093-0150-10,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,100.000,00406-0484-01,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,30.000,00406-0484-03,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,1000.000,00406-0484-10,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,1.000,00406-0484-23,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,100.000,00406-0484-62,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,100.000,00603-2338-21,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,1000.000,00603-2338-32,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,100.000,13107-0059-01,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,1000.000,13107-0059-99,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,100.000,60687-0604-01,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,1.000,60687-0604-11,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,100.000,65162-0033-10,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,100.000,68084-0372-01,Yes,N,2022,3
14,"ACETAMINOPHEN; CODEINE PHOSPHATE",300MG;30MG,TABLET,ORAL,TAB,0.073985,0.129474,100.000,68084-0372-11,Yes,N,2022,3
